calibration_policy,calibration_val_balanced_accuracy,calibration_val_fpr,calibration_val_tpr,encoder_seed,generalization_gap_auroc,generalization_gap_bal_acc,holdout_fpr,linear_c,normalization,readout,test_clean_auroc,test_clean_balanced_accuracy,threshold,train_auroc,train_balanced_accuracy,val_clean_auroc,val_clean_balanced_accuracy,val_moderate_auroc,val_moderate_balanced_accuracy,val_onset_auroc,val_onset_balanced_accuracy,val_recovery_auroc,val_recovery_balanced_accuracy
fpr_constrained,0.6071428571428571,0.023809523809523808,0.23809523809523808,123,0.5045351473922903,-0.04761904761904756,0.04423076923076923,10.0,window_zscore,linear,0.5929705215419502,0.5595238095238095,8.270258425220947,1.0,0.5595238095238095,0.4954648526077097,0.6071428571428571,0.4931972789115646,0.5476190476190476,0.828125,0.5,0.6527777777777778,0.6875
best_balanced,0.6071428571428571,0.11904761904761904,0.3333333333333333,123,0.4614512471655329,0.2142857142857143,0.1346153846153846,0.01,dataset_zscore,linear,0.634920634920635,0.5238095238095238,1.207809671623106,1.0,0.8214285714285714,0.5385487528344671,0.6071428571428571,0.5510204081632654,0.5595238095238095,0.796875,0.5,0.20833333333333334,0.4097222222222222
fpr_constrained,0.6071428571428571,0.11904761904761904,0.3333333333333333,123,0.4614512471655329,0.2142857142857143,0.1346153846153846,0.01,dataset_zscore,linear,0.634920634920635,0.5238095238095238,1.207809671623106,1.0,0.8214285714285714,0.5385487528344671,0.6071428571428571,0.5510204081632654,0.5595238095238095,0.796875,0.5,0.20833333333333334,0.4097222222222222
fpr_constrained,0.5952380952380952,0.16666666666666666,0.35714285714285715,123,0.3009889140841522,0.12301587301587302,0.17692307692307693,nan,window_zscore,prototype,0.6663832199546484,0.5952380952380952,0.020000000000000018,0.9067145376669186,0.7182539682539683,0.6057256235827664,0.5952380952380952,0.5734126984126985,0.5714285714285714,0.7734375,0.6875,0.5,0.5277777777777778
fpr_constrained,0.5952380952380952,0.16666666666666666,0.35714285714285715,323,0.42970521541950113,0.40476190476190477,0.19615384615384615,0.1,dataset_zscore,linear,0.6655328798185941,0.6071428571428571,1.8783114861458738,1.0,1.0,0.5702947845804989,0.5952380952380952,0.5909863945578231,0.5654761904761905,0.75,0.5,0.125,0.11805555555555555
best_balanced,0.5952380952380952,0.30952380952380953,0.5,223,0.4410430839002266,0.40476190476190477,0.38461538461538464,1.0,dataset_zscore,linear,0.6060090702947846,0.5595238095238095,0.9848857134476839,1.0,1.0,0.5589569160997734,0.5952380952380952,0.5856009070294784,0.6071428571428572,0.671875,0.5625,0.09722222222222222,0.1875
best_balanced,0.5952380952380952,0.30952380952380953,0.5,223,0.44557823129251695,0.40476190476190477,0.38653846153846155,10.0,dataset_zscore,linear,0.6014739229024944,0.5714285714285714,1.363430948708153,1.0,1.0,0.554421768707483,0.5952380952380952,0.5839002267573696,0.6071428571428572,0.65625,0.5625,0.1388888888888889,0.1875
best_balanced,0.5952380952380952,0.5714285714285714,0.7619047619047619,223,0.4274376417233561,0.40476190476190477,0.5788461538461539,0.1,dataset_zscore,linear,0.6162131519274376,0.5357142857142857,-0.9437057923935065,1.0,1.0,0.5725623582766439,0.5952380952380952,0.5983560090702947,0.6130952380952381,0.6875,0.625,0.08333333333333334,0.3125
best_balanced,0.5833333333333334,0.16666666666666666,0.3333333333333333,123,0.46995464852607716,0.3849206349206349,0.15384615384615385,0.1,dataset_zscore,linear,0.6014739229024944,0.4880952380952381,2.2741772580513775,1.0,0.9682539682539683,0.5300453514739228,0.5833333333333334,0.5428004535147392,0.5535714285714286,0.8125,0.5,0.18055555555555555,0.4097222222222222
fpr_constrained,0.5833333333333334,0.16666666666666666,0.3333333333333333,123,0.46995464852607716,0.3849206349206349,0.15384615384615385,0.1,dataset_zscore,linear,0.6014739229024944,0.4880952380952381,2.2741772580513775,1.0,0.9682539682539683,0.5300453514739228,0.5833333333333334,0.5428004535147392,0.5535714285714286,0.8125,0.5,0.18055555555555555,0.4097222222222222
best_balanced,0.5833333333333334,0.16666666666666666,0.3333333333333333,123,0.4722222222222223,0.41666666666666663,0.1596153846153846,1.0,dataset_zscore,linear,0.5856009070294784,0.4880952380952381,3.4819532842341334,1.0,1.0,0.5277777777777777,0.5833333333333334,0.5379818594104308,0.5535714285714286,0.8125,0.5625,0.20833333333333334,0.3472222222222222
fpr_constrained,0.5833333333333334,0.16666666666666666,0.3333333333333333,123,0.4722222222222223,0.41666666666666663,0.1596153846153846,1.0,dataset_zscore,linear,0.5856009070294784,0.4880952380952381,3.4819532842341334,1.0,1.0,0.5277777777777777,0.5833333333333334,0.5379818594104308,0.5535714285714286,0.8125,0.5625,0.20833333333333334,0.3472222222222222
best_balanced,0.5833333333333334,0.16666666666666666,0.3333333333333333,123,0.4767573696145124,0.41666666666666663,0.1673076923076923,10.0,dataset_zscore,linear,0.5816326530612245,0.4880952380952381,4.763387995984689,1.0,1.0,0.5232426303854876,0.5833333333333334,0.5362811791383221,0.5535714285714286,0.8125,0.5625,0.22222222222222224,0.3472222222222222
fpr_constrained,0.5833333333333334,0.16666666666666666,0.3333333333333333,123,0.4767573696145124,0.41666666666666663,0.1673076923076923,10.0,dataset_zscore,linear,0.5816326530612245,0.4880952380952381,4.763387995984689,1.0,1.0,0.5232426303854876,0.5833333333333334,0.5362811791383221,0.5535714285714286,0.8125,0.5625,0.22222222222222224,0.3472222222222222
fpr_constrained,0.5833333333333334,0.19047619047619047,0.35714285714285715,323,0.42913832199546487,0.41666666666666663,0.19615384615384615,1.0,dataset_zscore,linear,0.6507936507936508,0.5952380952380952,2.993851525038605,1.0,1.0,0.5708616780045351,0.5833333333333334,0.5892857142857143,0.5535714285714286,0.75,0.5,0.125,0.11805555555555555
